name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,category,year,,,,,,,,,,
Black Lion,58 Brighton Road,Kingston Upon Thames,,Kingston Upon Thames,www.theblacklionsurbiton.co.uk,1E+11,E09000021,St. Mark's,E05000412,-0.308888863,51.39154560094808,517648.0001221001,167246.00012169778,Music Venues,2018,,,,,,,,,,
Woodies,Thetford Road Kingston Upon Thames,,,Kingston Upon Thames,www.woodiesfreehouse.co.uk,128018554,E09000021,St. James,E05000411,-0.265801041,51.39168020561406,520645.0001,167331.00012169778,Music Venues,2018,,,,,,,,,,
The Brave New World,22-26 Berrylands Road,Kingston Upon Thames,,Kingston Upon Thames,www.bravebar.co.uk,128001583,E09000021,Berrylands,E05000401,-0.294161461,51.39251025771019,518670.0001221001,167377.00012169778,Music Venues,2018,,,,,,,,,,
Kings Arms,260-262 London Road,Merton,,Merton,www.rampubcompany.co.uk/visit-pubs/kings-arms-mitcham,48126918,E09000024,Figge's Marsh,E05000460,-0.162653018,51.40577498787902,527781.0001,169073.00012159348,Music Venues,2018,,,,,,,,,,
Partridge,194 High Street,,,Bromley,www.partridgebromley.co.uk,1E+11,E09000006,Bromley Town,E05000109,0.015427785,51.40505954,540167.0001,169319.00012149662,Music Venues,2018,,,,,,,,,,
The Fighting Cocks,56 Old London Road,Kingston Upon Thames,,Kingston Upon Thames,www.the-fighting-cocks.co.uk,1E+11,E09000021,Grove,E05000408,-0.296596695,51.41015503216918,518455.0001221001,169335.00012169778,Music Venues,2018,,,,,,,,,,
The White Horse,205-213 High Street,,,Bromley,www.mitchellsandbutlers.com,10070003978,E09000006,Copers Cope,E05000113,-0.029383402,51.40599269242192,537048.0001,169338.00012149662,Music Venues,2018,,,,,,,,,,
Cavern,100-102 Coombe Lane,Merton,,Merton,www.thecavernfreehouse.co.uk,48126372,E09000024,Raynes Park,E05000469,-0.232317388,51.40929292150706,522927.0001,169345.00012159348,Music Venues,2018,,,,,,,,,,
Oak,206 Widmore Road,,,Bromley,www.theoakbromley.com,1E+11,E09000006,Bickley,E05000106,0.035853403,51.40519206705872,541587.0001,169373.00012149662,Music Venues,2018,,,,,,,,,,
Jolly Woodman,9 Chancery Lane,,,Bromley,www.thejollywoodman.co.uk,1E+11,E09000006,Copers Cope,E05000113,-0.016434248,51.40615192315936,537948.0001,169380.00012149662,Music Venues,2018,,,,,,,,,,
The Chancery,90 Bromley Road,,,Bromley,www.thechancerybeckenham.co.uk,1E+11,E09000006,Copers Cope,E05000113,-0.015907986,51.40634987086242,537984.0001,169403.00012149662,Music Venues,2018,,,,,,,,,,
Vuvu Club,30 East Street,,,Bromley,,10070003296,E09000006,Bromley Town,E05000109,0.017983696,51.40660746470412,540340.0001,169496.00012149662,Music Venues,2018,,,,,,,,,,
Swan,22 High Street,Richmond Upon Thames,,Richmond Upon Thames,www.swanhamptonwick.co.uk,1E+11,E09000027,Hampton Wick,E05000522,-0.309224419,51.41207366260431,517572.0001221001,169528.00012169778,Music Venues,2018,,,,,,,,,,
Railway Tavern,45 East Street,,,Bromley,www.railwaytavernbromley.com,1E+11,E09000006,Bromley Town,E05000109,0.017966705,51.40720135,540337.0001,169562.00012149662,Music Venues,2018,,,,,,,,,,
Grey Horse,46 Richmond Road,Kingston Upon Thames,,Kingston Upon Thames,www.grey-horse.co.uk,1E+11,E09000021,Canbury,E05000403,-0.298848202,51.413812127944894,518289.0001221001,169738.00012169778,Music Venues,2018,,,,,,,,,,
Bridge Bar,42827 High Street,,,Bromley,,1E+11,E09000006,Copers Cope,E05000113,-0.02356244,51.41025665210085,537440.0001,169823.00012149662,Music Venues,2018,,,,,,,,,,
Adelaide,57 Park Road,Richmond Upon Thames,,Richmond Upon Thames,www.adelaideteddington.co.uk,1E+11,E09000027,Teddington,E05000530,-0.333039111,51.42318004284387,515888.0001221001,170725.00012169778,Music Venues,2018,,,,,,,,,,
Freelands Tavern,31 Freelands Road,,,Bromley,www.thefreelandstavern.com,1E+11,E09000006,Plaistow And Sundridge,E05000125,0.026045975,51.40974210118837,540891.0001,169860.00012149662,Music Venues,2018,,,,,,,,,,
Trafalgar,23 High Path,Merton,,Merton,www.trafalgarfreehouse.co.uk,48126710,E09000024,Abbey,E05000455,-0.187560828,51.41336682258616,526028.0001,169874.00012159348,Music Venues,2018,,,,,,,,,,
British Oak,98 Richmond Road,Kingston Upon Thames,,Kingston Upon Thames,www.theoakpubkingston.co.uk,1E+11,E09000021,Canbury,E05000403,-0.299508248,51.41579128758804,518238.0001221001,169957.00012169778,Music Venues,2018,,,,,,,,,,
Goldsmiths Arms,3 Croydon Road,,,Bromley,www.goldsmithsarms.com,1E+11,E09000006,Penge And Cator,E05000123,-0.050420409,51.41278418640286,535565.0001,170054.00012159348,Music Venues,2018,,,,,,,,,,
Nelson Arms,15 Merton High Street,Merton,,Merton,www.nelsonarms.co.uk,48083684,E09000024,Abbey,E05000455,-0.184909286,51.415313374252925,526207.0001,170095.00012159348,Music Venues,2018,,,,,,,,,,
Ripley Arts Center,24 Sundridge Avenue Bromley,,,Bromley,http://www.bromleyarts.com/ripley-arts-centre/,0,E09000006,Plaistow And Sundridge,E05000125,0.023909639,51.41248263183043,540734.0364991948,170160.6052850932,Music Venues,2018,,,,,,,,,,
Queens Head,144 Richmond Road,Kingston Upon Thames,,Kingston Upon Thames,www.queensheadkingston.co.uk,1E+11,E09000021,Tudor,E05000415,-0.299796279,51.41810679923716,518212.0001221001,170214.00012169778,Music Venues,2018,,,,,,,,,,
The White Hart,96 Church Road,Croydon,,Croydon,www.thewhitehartse19.co.uk,1E+11,E09000008,Crystal Palace & Upper Norwood,E05011467,-0.079797429,51.41670490695405,533511.0001,170436.00012159348,Music Venues,2018,,,,,,,,,,
New Wimbledon Theatre,Wimbledon Theatre 93,The Broadway,Merton,Merton,www.newwimbledontheatre.net/,48008413,E09000024,Abbey,E05000455,-0.199794811,51.41862781082641,525163.0001,170438.00012159348,Music Venues,2018,,,,,,,,,,
The Pod,105-109 The Broadway,Merton,,Merton,,48112845,E09000024,Abbey,E05000455,-0.199546193,51.41873191463186,525180.0001,170450.00012159348,Music Venues,2018,,,,,,,,,,
Railway,2 Greyhound Lane,Lambeth,,Lambeth,www.therailwaysw16.co.uk,1E+11,E09000022,Streatham South,E05000431,-0.133030422,51.41777199630485,529807.0001,170459.00012159348,Music Venues,2018,,,,,,,,,,
Sydney Arms,Old Perry Street ,,,Bromley,www.sydneyarms.com,1E+11,E09000006,Chislehurst,E05000111,0.08860181,51.41438180725004,545226.0001222938,170498.00012139976,Music Venues,2018,,,,,,,,,,
Numidie Bar And Bistro,48 Westow Hill,Croydon,,Croydon,,1E+11,E09000008,Crystal Palace & Upper Norwood,E05011467,-0.079395357,51.419090655515134,533532.0001,170702.00012159348,Music Venues,2018,,,,,,,,,,
Grape & Grain,2 Anerley Hill,,,Bromley,www.thegrapeandgrainse19.co.uk,1E+11,E09000006,Crystal Palace,E05000116,-0.076270829,51.41916531445639,533749.0001,170716.00012159348,Music Venues,2018,,,,,,,,,,
Builders Arms,38 Field Lane,Richmond Upon Thames,,Richmond Upon Thames,,1E+11,E09000027,Teddington,E05000530,-0.328914052,51.42545060466458,516169.0001221001,170984.00012169778,Music Venues,2018,,,,,,,,,,
Earl Ferrers,22 Ellora Road,Lambeth,,Lambeth,,1E+11,E09000022,St. Leonard's,E05000428,-0.131139691,51.423219013768936,529923.0001,171068.00012159348,Music Venues,2018,,,,,,,,,,
Teddington Arms,38-40 High Street,Richmond Upon Thames,,Richmond Upon Thames,www.teddingtonarms.com,1E+11,E09000027,Teddington,E05000530,-0.330254727,51.42655792305218,516073.0001221001,171105.00012169778,Music Venues,2018,,,,,,,,,,
Landmark Arts Centre,Ferry Road Teddington Tw11 9nn ,,,Richmond Upon Thames,http://www.landmarkartscentre.org/,0,E09000027,Teddington,E05000530,-0.322875784,51.42760679520111,516583.2481079995,171233.3414912969,Music Venues,2018,,,,,,,,,,
Tooting Tram & Social,Mitcham Road Wandsworth,,,Wandsworth,www.tootingtram.com,121014162,E09000032,Graveney,E05000616,-0.165111225,51.42626508501076,527553.0001,171347.00012159348,Music Venues,2018,,,,,,,,,,
Graveney & Meadow,40 Mitcham Road,Wandsworth,,Wandsworth,www.graveneyandmeadow.com,121014087,E09000032,Graveney,E05000616,-0.165422127,51.42640485714029,527531.0001,171362.00012159348,Music Venues,2018,,,,,,,,,,
The Hideaway,2 Empire Mews,Lambeth,,Lambeth,http://www.hideawaylive.co.uk/,1E+11,E09000022,St. Leonard's,E05000428,-0.128835921,51.42608721148074,530075.0001,171391.00012159348,Music Venues,2018,,,,,,,,,,
The Red Lion,164 Stanley Road,Richmond Upon Thames,,Richmond Upon Thames,www.theredlionteddington.com,1E+11,E09000027,Fulwell And Hampton Hill,E05000518,-0.343568232,51.43036221484821,515138.0001221001,171507.00012169778,Music Venues,2018,,,,,,,,,,
St. Bartholomews Church,4 Westwood Hill,Lewisham,,Lewisham,www.stbartschurchsydenham.org,1E+11,E09000023,Sydenham,E05000452,-0.055383931,51.42697790425422,535178.0001,171623.00012159348,Music Venues,2018,,,,,,,,,,
Pratts & Payne,103 Streatham High Road,Lambeth,,Lambeth,,2E+11,E09000022,St. Leonard's,E05000428,-0.128000708,51.42962637712314,530123.0001,171786.00012159348,Music Venues,2018,,,,,,,,,,
The White Lion,234 Streatham High Road,Lambeth,,Lambeth,www.whitelionsw16.co.uk,1E+11,E09000022,St. Leonard's,E05000428,-0.128196909,51.43010617605136,530108.0001,171839.00012159348,Music Venues,2018,,,,,,,,,,
The Portico Gallery,23 Knights Hill,Lambeth,,Lambeth,,2E+11,E09000022,Knight's Hill,E05000424,-0.10251284,51.430502564191016,531892.0001,171929.00012159348,Music Venues,2018,,,,,,,,,,
Baring Hall,368 Baring Road,Lewisham,,Lewisham,www.baringhallhotel.com,1E+11,E09000023,Downham,E05000442,0.022641759,51.430360908077226,540591.0001,172146.00012149662,Music Venues,2018,,,,,,,,,,
Maestro Arts & Entertainment Centre,Regent House Business Centre 291,Kirkdale,Lewisham,Lewisham,,10023230557,E09000023,Forest Hill,E05000444,-0.05871553,51.43221354841626,534931.0001,172199.00012159348,Music Venues,2018,,,,,,,,,,
The Alma,10 Alma Road,Bexley,,Bexley,,1E+11,E09000004,Sidcup,E05011230,0.1054033543742238,51.43163733178351,546339.0001222938,172450.00012139976,Music Venues,2018,,,,,,,,,,
The Prince Of Wales,136 Hampton Road,Richmond Upon Thames,,Richmond Upon Thames,,1E+11,E09000027,West Twickenham,E05000532,-0.346636952,51.43901226608248,514903.0001221001,172464.00012169778,Music Venues,2018,,,,,,,,,,
Five Bells,68-70 Streatham High Road,Lambeth,,Lambeth,www.fivebellspub.co.uk,1E+11,E09000022,St. Leonard's,E05000428,-0.126742011,51.43577593,530193.0001,172472.00012159348,Music Venues,2018,,,,,,,,,,
Porky's Wine Bar,23-27 Sternhold Avenue,Lambeth,,Lambeth,,1E+11,E09000022,Streatham Hill,E05000430,-0.126418138,51.43806413590021,530209.0001,172727.00012159348,Music Venues,2018,,,,,,,,,,
The Prince Albert,30 Hampton Road,Richmond Upon Thames,,Richmond Upon Thames,www.princealberttwickenham.co.uk,1E+11,E09000027,West Twickenham,E05000532,-0.342727905,51.441655090075976,515168.0001221001,172764.00012169778,Music Venues,2018,,,,,,,,,,
The White Hart,367 Norwood Road,Lambeth,,Lambeth,www.whitehart-tulsehill.com,1E+11,E09000022,Thurlow Park,E05000434,-0.104316315,51.43941752651381,531741.0001,172917.00012159348,Music Venues,2018,,,,,,,,,,
The Railway Tavern,7 Station Rise,Lambeth,,Lambeth,www.therailwaytulsehill.co.uk,1E+11,E09000022,Thurlow Park,E05000434,-0.103803673,51.43963407585729,531776.0001,172942.00012159348,Music Venues,2018,,,,,,,,,,
Sussex Arms,42309 Staines Road,Richmond Upon Thames,,Richmond Upon Thames,www.thesussexarmstwickenham.co.uk,1E+11,E09000027,West Twickenham,E05000532,-0.344299682,51.44355692983075,515054.0001221001,172973.00012169778,Music Venues,2018,,,,,,,,,,
The Bedford,77 Bedford Hill,Wandsworth,,Wandsworth,www.thebedford.com,1E+11,E09000032,Balham,E05000610,-0.147693672,51.44216166191894,528719.0001,173145.00012159348,Music Venues,2018,,,,,,,,,,
The Windmill,22 Blenheim Gardens,Lambeth,,Lewisham,www.windmillbrixton.co.uk,1E+11,E09000023,Perry Vale,E05000450,-0.048614284,51.44100357201525,535607.0001,173195.00012159348,Music Venues,2018,,,,,,,,,,
Hagen & Hyde,157 Balham High Road,Wandsworth,,Wandsworth,www.hagenandhyde.com,121049927,E09000032,Balham,E05000610,-0.150453539,51.443311463822546,528524.0001,173268.00012159348,Music Venues,2018,,,,,,,,,,
Fox,39 Church Street,Richmond Upon Thames,,Richmond Upon Thames,www.thefoxtwickenham.co.uk,1E+11,E09000027,Twickenham Riverside,E05000531,-0.325510867,51.446131951089285,516353.0001221001,173289.00012169778,Music Venues,2018,,,,,,,,,,
Riva Lounge,3 Bromley Road,Lewisham,,Lewisham,,1E+11,E09000023,Rushey Green,E05000451,-0.018421803,51.44332101798433,537698.0001,173509.00012149662,Music Venues,2018,,,,,,,,,,
Patchworks,67 London Road,Richmond Upon Thames,,Richmond Upon Thames,www.cabbagepatch.co.ukwhats-on,1E+11,E09000027,Twickenham Riverside,E05000531,-0.328411057,51.44829579764245,516146.0001221001,173525.00012169778,Music Venues,2018,,,,,,,,,,
Kings Head,65 Bexley High Street,Bexley,,Bexley,www.kingsheadbexley.co.uk,2E+11,E09000004,St. Mary's & St. James,E05011229,0.151512869,51.441304812752755,549512.0001222938,173618.00012139976,Music Venues,2018,,,,,,,,,,
Nuvo Lounge,177 Rushey Green,Lewisham,,Lewisham,,10070773731,E09000023,Rushey Green,E05000451,-0.017886905,51.44437324,537732.0001,173627.00012149662,Music Venues,2018,,,,,,,,,,
The Broadway Theatre,Old Town Hall Rushey Green,Lewisham,,Lewisham,www.broadwaytheatre.org.uk,10091912968,E09000023,Rushey Green,E05000451,-0.019715726,51.44468296246623,537604.0001,173658.00012149662,Music Venues,2018,,,,,,,,,,
Crown,174 Richmond Road,Richmond Upon Thames,,Richmond Upon Thames,www.crowntwickenham.co.uk,1E+11,E09000027,Twickenham Riverside,E05000531,-0.317068064,51.45067864,516928.0001221001,173808.00012169778,Music Venues,2018,,,,,,,,,,
Black Horse,63 Albert Road,Bexley,,Bexley,,1E+11,E09000004,St. Mary's & St. James,E05011229,0.1516112541925555,51.444316,549509.0001222938,173953.00012139976,Music Venues,2018,,,,,,,,,,
St Stephen's Church,Richmond Road East Twickenham Middlesex Tw1 2pd ,,,Richmond Upon Thames,https://www.st-stephens.org.uk/,0,E09000027,Twickenham Riverside,E05000531,-0.311313371,51.452383697123835,517323.4318847954,174006.7916865945,Music Venues,2018,,,,,,,,,,
Marlborough,46 Friars Stile Road,Richmond Upon Thames,,Richmond Upon Thames,www.themarlboroughrichmond.co.uk,1E+11,E09000027,South Richmond,E05000528,-0.295231181,51.454581022961165,518435.0001221001,174277.00012169778,Music Venues,2018,,,,,,,,,,
Florence,131-133 Dulwich Road,Lambeth,,Lambeth,www.florencehernehill.com,1E+11,E09000022,Herne Hill,E05000423,-0.101409232,51.45225842441877,531906.0001,174350.00012159348,Music Venues,2018,,,,,,,,,,
Lord Northbrook,116 Burnt Ash Road,Lewisham,,Lewisham,www.thelordnorthbrook.co.uk,1E+11,E09000023,Lee Green,E05000447,0.0137389,51.45039060577953,539911.0001,174356.00012149662,Music Venues,2018,,,,,,,,,,
Gigalum,42954 Cavendish Parade,Clapham Common South Side,Lambeth,Lambeth,www.gigalum.com,2E+11,E09000022,Clapham Common,E05000418,-0.144788029,51.45313291,528890.0001,174370.00012159348,Music Venues,2018,,,,,,,,,,
Eltham Gpo,4 Passey Place,Greenwich,,Greenwich,www.elthamgpo.com,1E+11,E09000011,Eltham South,E05000219,0.055341816,51.449821314140365,542803.0001222938,174373.00012149662,Music Venues,2018,,,,,,,,,,
Off The Cuff,301-303 Railton Road,Lambeth,,Lambeth,www.offthecuffbar.com,1E+11,E09000022,Herne Hill,E05000423,-0.100508406,51.45245967777206,531968.0001,174374.00012159348,Music Venues,2018,,,,,,,,,,
The White Horse,94 Brixton Hill,Lambeth,,Lambeth,,1E+11,E09000022,Brixton Hill,E05000417,-0.118469484,51.454296279555344,530715.0001,174546.00012159348,Music Venues,2018,,,,,,,,,,
Herne Tavern,2 Forest Hill Road,Southwark,,Southwark,www.thehernetavern.co.uk,2E+11,E09000028,Dulwich Hill,E05011099,-0.061580023,51.453594112934965,534669.0001,174571.00012159348,Music Venues,2018,,,,,,,,,,
Station,14 Staplehurst Rd Hither Green,London,,Lewisham,www.stationhotelhithergreen.co.uk,0,E09000023,Lee Green,E05000447,0.00162698,51.45254973404217,539063.0001,174573.00012149662,Music Venues,2018,,,,,,,,,,
The Hootananny Brixton,95 Effra Road,Lambeth,,Lambeth,www.hootanannybrixton.co.uk,1E+11,E09000022,Herne Hill,E05000423,-0.111649361,51.45491509105734,531187.0001,174627.00012159348,Music Venues,2018,,,,,,,,,,
Great Exhibition,193 Crystal Palace Road,Southwark,,Southwark,www.greatexhibition.pub,2E+11,E09000028,Goose Green,E05011103,-0.070053977,51.45439048814512,534078.0001,174644.00012159348,Music Venues,2018,,,,,,,,,,
Effra Social,89 Effra Road,Lambeth,,Lambeth,www.effrasocial.com,1E+11,E09000022,Herne Hill,E05000423,-0.111855506,51.45515225,531172.0001,174653.00012159348,Music Venues,2018,,,,,,,,,,
Rivoli Ballroom,350 Brockley Road,Lewisham,,Lewisham,www.rivoliballroom.com,1E+11,E09000023,Crofton Park,E05000441,-0.035648788,51.454727308761605,536467.0001,174745.00012149662,Music Venues,2018,,,,,,,,,,
The Mct At Alleyn's,Alleyn's School Townley Road,East Dulwich,,Southwark,www.mct.alleyns.org.uk,0,E09000028,Goose Green,E05011103,-0.0798482,51.45615062855035,533392.4970703945,174821.82287549973,Music Venues,2018,,,,,,,,,,
Crayford Arms,37 Crayford High Street,Bexley,,Bexley,www.crayfordarms.co.uk,10011862323,E09000004,Crayford,E05011222,0.1785255284175481,51.45217422323918,551353.0001222938,174882.00012129545,Music Venues,2018,,,,,,,,,,
The Duke,2 Duke Street,Richmond Upon Thames,,Richmond Upon Thames,,1E+11,E09000027,South Richmond,E05000528,-0.302610982,51.46092057659437,517906.0001221001,174970.00012169778,Music Venues,2018,,,,,,,,,,
Fox & Firkin,316 Lewisham High Street,Lewisham,,Lewisham,www.foxfirkin.com,1E+11,E09000023,Lewisham Central,E05000448,-0.012813853,51.45646492188891,538048.0001,174981.00012149662,Music Venues,2018,,,,,,,,,,
Red Cow,59 Sheen Road,Richmond Upon Thames,,Richmond Upon Thames,www.redcowpub.com,1E+11,E09000027,South Richmond,E05000528,-0.295242983,51.46121836694212,518417.0001221001,175015.00012169778,Music Venues,2018,,,,,,,,,,
Bar Nuvo,286 Lewisham High Street,Lewisham,,Lewisham,,1E+11,E09000023,Lewisham Central,E05000448,-0.012115861,51.45695673784229,538095.0001,175037.00012149662,Music Venues,2018,,,,,,,,,,
Ivy House,40 Stuart Road,Southwark,,Southwark,www.ivyhousenunhead.com,10013526983,E09000028,Peckham Rye,E05011111,-0.050493882,51.45769126535562,535427.0001,175047.00012159348,Music Venues,2018,,,,,,,,,,
Gremio De Brixton,Lambeth ,,,Lambeth,,10090196516,E09000022,Tulse Hill,E05000435,-0.114497429,51.45916097749136,530977.0001,175094.00012159348,Music Venues,2018,,,,,,,,,,
The Red Lion,6 Red Lion Place,Greenwich,,Greenwich,,10010201622,E09000011,Shooters Hill,E05000227,0.06184417,51.470177144410926,543191.0001222938,176649.00012149662,Music Venues,2018,,,,,,,,,,
Long Pond,110 Westmount Road,Greenwich,,Greenwich,,1E+11,E09000011,Eltham North,E05000218,0.061223977,51.45641844957983,543191.0001222938,175118.00012149662,Music Venues,2018,,,,,,,,,,
The Prince Albert,2 Broadway,Bexley,,Bexley,www.theprincealbert.pub,1E+11,E09000004,Bexleyheath,E05011219,0.1544443231142302,51.45496680941004,549671.0001222938,175143.00012139976,Music Venues,2018,,,,,,,,,,
East Dulwich Tavern,1 Lordship Lane,Southwark,,Southwark,www.eastdulwichtavern.com,10091912263,E09000028,Goose Green,E05011103,-0.0733074,51.45985822258447,533836.0001,175246.00012159348,Music Venues,2018,,,,,,,,,,
Upstairs At The Ritzy,Brixton Rd London,,,Lambeth,www.picturehouses.com/cinema/Ritzy_Picturehouse/Whats_On?filter=Upstairs,1.00023E+11,E09000022,Coldharbour,E05000420,-0.112842524,51.46088810903961,531087.0001,175289.00012159348,Music Venues,2018,,,,,,,,,,
So.uk,165 Clapham High Street,Lambeth,,Lambeth,www.soukclapham.co.uk/,1E+11,E09000022,Clapham Town,E05000419,-0.135366399,51.46143742541257,529521.0001,175310.00012159348,Music Venues,2018,,,,,,,,,,
The Prince Of Wales,467-469 Brixton Road,Lambeth,,Lambeth,,1E+11,E09000022,Coldharbour,E05000420,-0.113338313,51.461084956525795,531052.0001,175310.00012159348,Music Venues,2018,,,,,,,,,,
Dogstar,389 Coldharbour Lane,Lambeth,,Lambeth,www.dogstarbrixton.com/,1E+11,E09000022,Coldharbour,E05000420,-0.110314632,51.46109021348515,531262.0001,175316.00012159348,Music Venues,2018,,,,,,,,,,
Studio Voltaire,1a Nelsons Row,Lambeth,,Lambeth,,1E+11,E09000022,Clapham Town,E05000419,-0.132644468,51.46145705187346,529710.0001,175317.00012159348,Music Venues,2018,,,,,,,,,,
Stane Street Syndicate,196 Clapham High Street,Lambeth,,Lambeth,www.thestanestreetsyndicate.co.uk,1E+11,E09000022,Clapham Town,E05000419,-0.136465502,51.46167075053607,529444.0001,175334.00012159348,Music Venues,2018,,,,,,,,,,
Chip Shop Brixton,380 Coldharbour Lane,Lambeth,,Lambeth,www.chipshopbxtn.com/home,2E+11,E09000022,Coldharbour,E05000420,-0.110531101,51.46142646822798,531246.0001,175353.00012159348,Music Venues,2018,,,,,,,,,,
The Clapham Grand,21-25 St. John's Hill,Wandsworth,,Wandsworth,www.claphamgrand.com,1E+11,E09000032,Northcote,E05000619,-0.167749266,51.46244270474968,527269.0001,175365.00012159348,Music Venues,2018,,,,,,,,,,
Revolution,95-97 Clapham High Street,Lambeth,,Lambeth,,1E+11,E09000022,Clapham Town,E05000419,-0.132689335,51.46247404682568,529704.0001,175430.00012159348,Music Venues,2018,,,,,,,,,,
Infernos,146 Clapham High Street,Lambeth,,Lambeth,www.infernos.co.uk,1E+11,E09000022,Clapham Town,E05000419,-0.134310469,51.46261678,529591.0001,175443.00012159348,Music Venues,2018,,,,,,,,,,
Sheen Lane Centre,74 Sheen Laneeast Sheen ,,,Richmond Upon Thames,https://www.richmond.gov.uk/services/hall_and_venue_bookings/sheen_lane_centre_venue_hire,0,E09000027,East Sheen,E05000517,-0.265995241,51.46486497404717,520438.88812259585,175468.17089799792,Music Venues,2018,,,,,,,,,,
Waterfront,Baltimore House Juniper Dr,London,,Wandsworth,www.thewaterfrontlondon.co.uk,0,E09000032,St. Mary's Park,E05000622,-0.184087159,51.46398301138969,526130.0001,175508.00012159348,Music Venues,2018,,,,,,,,,,
The Four Thieves,51 Lavender Gardens London,,,Wandsworth,www.fourthieves.pub,0,E09000032,Shaftesbury,E05000623,-0.160977335,51.46364073,527736.0001,175510.00012159348,Music Venues,2018,,,,,,,,,,
Lotus,76 Clapham High Street,Lambeth,,Lambeth,www.lotusbar.co.uk,1E+11,E09000022,Clapham Town,E05000419,-0.132054553,51.463210404585574,529746.0001,175513.00012159348,Music Venues,2018,,,,,,,,,,
Pop Brixton,Unit S05 Pop Brixton,49,Brixton Station Road,Lambeth,www.popbrixton.org,10093056849,E09000022,Coldharbour,E05000420,-0.110756495,51.462941035164775,531226.0001,175521.00012159348,Music Venues,2018,,,,,,,,,,
Royal Oak,128 Worton Road,Hounslow,,Hounslow,www.royaloakisleworth.co.uk,1E+11,E09000018,Isleworth,E05000362,-0.339088857,51.46658729798333,515358.0001221001,175542.00012169778,Music Venues,2018,,,,,,,,,,
Simulacra Studio,302-304 Barrington Road,Lambeth,,Lambeth,www.simulacrastudio.com,1E+11,E09000022,Coldharbour,E05000420,-0.106041432,51.463107777641355,531553.0001,175548.00012159348,Music Venues,2018,,,,,,,,,,
Fu Manchu,15-16 Lendal Terrace,Lambeth,,Lambeth,,2E+11,E09000022,Larkhall,E05000425,-0.128283702,51.46387874010087,530006.0001,175594.00012159348,Music Venues,2018,,,,,,,,,,
Anchor,61 Holgate Avenue,Wandsworth,,Wandsworth,,1E+11,E09000032,Latchmere,E05000617,-0.177678304,51.46474694232232,526573.0001,175604.00012159348,Music Venues,2018,,,,,,,,,,
Battersea Arts Centre,Lavender Hill Wandsworth,,,Wandsworth,www.bac.org.uk,121015942,E09000032,Shaftesbury,E05000623,-0.159237825,51.464647694886224,527854.0001,175625.00012159348,Music Venues,2018,,,,,,,,,,
Phonox,418 Brixton Road,Lambeth,,Lambeth,www.phonox.co.uk/,1E+11,E09000022,Ferndale,E05000421,-0.113120066,51.463932431342414,531059.0001,175627.00012159348,Music Venues,2018,,,,,,,,,,
Club K Hounslow,236a High Street,Hounslow,,Hounslow,,1E+11,E09000018,Hounslow Central,E05000358,-0.363924614,51.467853844955805,513630.0001221001,175644.00012169778,Music Venues,2018,,,,,,,,,,
Joiners Arms,66 Lewisham High Street,Lewisham,,Lewisham,,1E+11,E09000023,Lewisham Central,E05000448,-0.009303334,51.462700997980214,538273.0001,175681.00012149662,Music Venues,2018,,,,,,,,,,
Suburb Sw11,148 Falcon Road,Wandsworth,,Wandsworth,,1E+11,E09000032,Latchmere,E05000617,-0.167845928,51.46542109311733,527254.0001,175696.00012159348,Music Venues,2018,,,,,,,,,,
Castle,18 Upper Square,Hounslow,,Hounslow,,1E+11,E09000018,Isleworth,E05000362,-0.323045098,51.46786080338798,516469.0001221001,175709.00012169778,Music Venues,2018,,,,,,,,,,
Landor,70 Landor Road,Lambeth,,Lambeth,www.thelandorpub.com,1E+11,E09000022,Larkhall,E05000425,-0.124473659,51.46514890140421,530267.0001,175742.00012159348,Music Venues,2018,,,,,,,,,,
Bread & Roses,68 Clapham Manor Street,Lambeth,,Lambeth,www.breadandrosespub.com,1E+11,E09000022,Clapham Town,E05000419,-0.134962016,51.46535221306542,529538.0001,175746.00012159348,Music Venues,2018,,,,,,,,,,
The Half Moon Putney,93 Lower Richmond Road,Wandsworth,,Wandsworth,www.halfmoon.co.uk,121002857,E09000032,Thamesfield,E05000625,-0.218533971,51.46677792,523730.0001,175760.00012159348,Music Venues,2018,,,,,,,,,,
O2 Academy Brixton,211 Stockwell Road,Lambeth,,Lambeth,www.academymusicgroup.com/o2academybrixton,1E+11,E09000022,Ferndale,E05000421,-0.113531203,51.46513520372803,531027.0001,175760.00012159348,Music Venues,2018,,,,,,,,,,
Dukes Head,The Dukes Head 8,Lower Richmond Road,Wandsworth,Wandsworth,www.dukesheadputney.com,1E+11,E09000032,Thamesfield,E05000625,-0.215553382,51.466777553276216,523937.0001,175765.00012159348,Music Venues,2018,,,,,,,,,,
Cafe Cairo,88 Landor Road,Lambeth,,Lambeth,,1E+11,E09000022,Larkhall,E05000425,-0.123428413,51.46535701439981,530339.0001,175767.00012159348,Music Venues,2018,,,,,,,,,,
Old Nuns Head,15 Nunhead Green,Southwark,,Southwark,www.theoldnunshead.co.uk,2E+11,E09000028,Nunhead & Queen's Road,E05011108,-0.0580255,51.46475943885763,534883.0001,175819.00012159348,Music Venues,2018,,,,,,,,,,
